time[ms],cpu_load,cpu_scaling_freq
0,,1708.0
100,0.9090909090909091,1708.0
200,0.8888888888888888,1708.0
300,0.9090909090909091,1708.0
400,,
500,,1708.0
600,,
700,,1708.0
800,0.6956521739130435,1708.0
900,0.8181818181818182,1708.0
1000,,
1100,,1708.0
1200,,
1300,,1708.0
1400,0.8,1708.0
1500,0.8461538461538461,1708.0
1600,0.8333333333333334,1708.0
1700,,
1800,,1708.0
1900,0.6363636363636364,1708.0
2000,0.7692307692307693,1708.0
2100,0.8333333333333334,1708.0
2200,0.7,1708.0
2300,0.8333333333333334,1708.0
2400,0.7,1708.0
2500,,
2600,,1708.0
2700,0.9090909090909091,1708.0
2800,0.7272727272727273,1708.0
2900,,
3000,,1708.0
3100,0.8333333333333334,1708.0
3200,0.6363636363636364,1708.0
3300,0.8518518518518519,1708.0
3400,,
3500,,1708.0
3600,0.7857142857142857,1708.0
3700,0.8571428571428571,1708.0
3800,,
3900,,1708.0
4000,0.47368421052631576,1708.0
4100,0.8,1708.0
4200,,
4300,,1708.0
4400,0.8888888888888888,1708.0
4500,0.8181818181818182,1708.0
4600,0.8,1708.0
4700,0.7692307692307693,1708.0
4800,0.7142857142857143,1708.0
4900,0.6923076923076923,1708.0
5000,,
5100,,1708.0
5200,0.6923076923076923,1708.0
5300,0.8571428571428571,1708.0
5400,,
5500,,1708.0
5600,0.8,1708.0
5700,0.6923076923076923,1708.0
5800,0.625,1708.0
5900,0.8571428571428571,1708.0
6000,0.6923076923076923,1708.0
6100,0.8461538461538461,1708.0
6200,0.6666666666666666,1708.0
6300,,
6400,,1708.0
6500,0.8,1708.0
6600,0.7,1516.0
6700,0.625,1708.0
6800,1.0,1708.0
6900,,
7000,,1708.0
7100,,
7200,,1708.0
7300,0.9166666666666666,1708.0
7400,0.6666666666666666,1708.0
7500,0.7272727272727273,1708.0
7600,0.8888888888888888,1708.0
7700,0.7272727272727273,1708.0
7800,0.8333333333333334,1708.0
7900,,
8000,,1708.0
8100,0.47619047619047616,1708.0
