time[ms],cpu_load,cpu_scaling_freq
0,,1708.0
100,1.0,1708.0
200,0.6363636363636364,1708.0
300,0.9,1708.0
400,,
500,,1708.0
600,0.75,1708.0
700,0.8571428571428571,1708.0
800,0.7777777777777778,1708.0
900,,
1000,,1708.0
1100,0.8333333333333334,1708.0
1200,0.8,1708.0
1300,0.5,1708.0
1400,0.7777777777777778,1708.0
1500,,
1600,,1708.0
1700,0.5217391304347826,1708.0
1800,,
1900,,1708.0
2000,0.7857142857142857,1708.0
2100,0.6428571428571429,1708.0
2200,0.9090909090909091,1708.0
2300,0.8,1708.0
2400,,
2500,,1708.0
2600,0.8333333333333334,1708.0
2700,0.5,1708.0
2800,0.875,1708.0
2900,0.7777777777777778,1708.0
3000,0.75,1708.0
3100,0.8,1708.0
3200,0.7777777777777778,1708.0
3300,0.8181818181818182,1708.0
3400,0.8181818181818182,1708.0
3500,0.6363636363636364,1708.0
3600,,
3700,,1708.0
3800,0.5,1708.0
3900,0.7272727272727273,1708.0
4000,0.7777777777777778,1708.0
4100,0.8571428571428571,1708.0
4200,0.9090909090909091,1708.0
4300,,
4400,,1708.0
4500,0.6428571428571429,1708.0
4600,0.9090909090909091,1708.0
4700,,
4800,,1708.0
4900,,
5000,,1708.0
5100,0.6153846153846154,1708.0
5200,0.6666666666666666,1708.0
5300,0.75,1708.0
5400,0.7777777777777778,1708.0
5500,0.6,1708.0
5600,0.9090909090909091,1708.0
5700,0.9090909090909091,1708.0
5800,0.7,1708.0
5900,,
6000,,1708.0
6100,0.6153846153846154,1516.0
6200,0.7142857142857143,1708.0
6300,0.7272727272727273,1708.0
6400,0.8333333333333334,1708.0
6500,0.8333333333333334,1708.0
6600,0.6666666666666666,1708.0
6700,,
6800,,1708.0
6900,0.55,1708.0
7000,0.875,1708.0
7100,,
7200,,1708.0
7300,0.7692307692307693,1708.0
7400,0.6,1708.0
7500,0.8181818181818182,1708.0
7600,,
7700,,1708.0
7800,0.75,1708.0
7900,0.4375,1708.0
8000,0.8,998.0
